table_name,table_doc_file,schema,object,module,starts_with
dbo.SXARCM835RemittanceErrorCode,Tbl_58e3672e636645bf901272a0d9534540.htm,dbo,SXARCM835RemittanceErrorCode,SXARCM835,SXARCM83
dbo.SXARCM835ServiceDateSelection,Tbl_64b31c0214b74e149faddc5d1e00bbcd.htm,dbo,SXARCM835ServiceDateSelection,SXARCM835,SXARCM83
dbo.SXARCM837BillingIdentifiers,Tbl_72723bf96d1447fc8fb6b896459558f2.htm,dbo,SXARCM837BillingIdentifiers,SXARCM837,SXARCM83
dbo.SXARCMAPLCodeDetail,Tbl_37140b9726514bf690631006f1855d41.htm,dbo,SXARCMAPLCodeDetail,SXARCMAPLCodeDetail,SXARCMAP
dbo.SXARCMASACode,Tbl_67543e9026974bc88f0f05d579a2d006.htm,dbo,SXARCMASACode,SXARCMASACode,SXARCMAS
dbo.SXARCMAUCCPTCode,Tbl_162267934d0946ae91832b9582a05556.htm,dbo,SXARCMAUCCPTCode,SXARCMAUCCPTCode,SXARCMAU
dbo.SXARCMAbstractASAClassification,Tbl_466423ea5d3f4beaaa892ef4927ce0ec.htm,dbo,SXARCMAbstractASAClassification,SXARCMAbstractASAClassification,SXARCMAb
dbo.SXARCMAbstractAdditionalEncoderCustomFieldMapping,Tbl_7c48cd24857b45efb2dbffedd41822b0.htm,dbo,SXARCMAbstractAdditionalEncoderCustomFieldMapping,SXARCMAbstractAdditionalEncoderCustomFieldMapping,SXARCMAb
dbo.SXARCMAbstractAdditionalEncoders,Tbl_b7b524d149cb43b4bee6c816c00a370b.htm,dbo,SXARCMAbstractAdditionalEncoders,SXARCMAbstractAdditionalEncoders,SXARCMAb
dbo.SXARCMAbstractCPTHPCPSAnesthesiaDetail,Tbl_f941c71a90c54b49a4058c2ab98a51ac.htm,dbo,SXARCMAbstractCPTHPCPSAnesthesiaDetail,SXARCMAbstractCPTHPCPSAnesthesiaDetail,SXARCMAb
dbo.SXARCMAbstractCPTHPCPSDetail,Tbl_1fd6db8a9e2a48d598d11207aea26ff9.htm,dbo,SXARCMAbstractCPTHPCPSDetail,SXARCMAbstractCPTHPCPSDetail,SXARCMAb
dbo.SXARCMAbstractCPTHPCPSSurgicalTeamDetail,Tbl_13da2956df7a415d8436f1c9bba9314a.htm,dbo,SXARCMAbstractCPTHPCPSSurgicalTeamDetail,SXARCMAbstractCPTHPCPSSurgicalTeamDetail,SXARCMAb
dbo.SXARCMAbstractChargeMergeConfig,Tbl_65198dccaa8f4ff7b8d558aa4363074b.htm,dbo,SXARCMAbstractChargeMergeConfig,SXARCMAbstractChargeMergeConfig,SXARCMAb
dbo.SXARCMAbstractChargeMergeConfigDetail,Tbl_a8a3f3d1fba64757b33f26130b94a57b.htm,dbo,SXARCMAbstractChargeMergeConfigDetail,SXARCMAbstractChargeMergeConfigDetail,SXARCMAb
dbo.SXARCMAbstractConsultantDetail,Tbl_d4f1580a00b549488fd1e9617ac0d8db.htm,dbo,SXARCMAbstractConsultantDetail,SXARCMAbstractConsultantDetail,SXARCMAb
dbo.SXARCMAbstractControlStatusHistory,Tbl_cc01c34959eb4495bebfcb38bd61a0b3.htm,dbo,SXARCMAbstractControlStatusHistory,SXARCMAbstractControlStatusHistory,SXARCMAb
dbo.SXARCMAbstractCustomTileData,Tbl_8425219cd4e9493f84f4fc1e9cd40a5e.htm,dbo,SXARCMAbstractCustomTileData,SXARCMAbstractCustomTileData,SXARCMAb
dbo.SXARCMAbstractDentalToothStatus,Tbl_002d7e0fc76f45a49a8e33737cac8ffe.htm,dbo,SXARCMAbstractDentalToothStatus,SXARCMAbstractDentalToothStatus,SXARCMAb
dbo.SXARCMAbstractDiagnosisDetail,Tbl_c2c02d1847ce4147ba3cc53788569240.htm,dbo,SXARCMAbstractDiagnosisDetail,SXARCMAbstractDiagnosisDetail,SXARCMAb
dbo.SXARCMAbstractDiagnosisDetailMapping,Tbl_e74c7255c2564694bd8fd909f33be749.htm,dbo,SXARCMAbstractDiagnosisDetailMapping,SXARCMAbstractDiagnosisDetailMapping,SXARCMAb
dbo.SXARCMAbstractEmergencyProcedure,Tbl_c6fb6f1529e3452cb5ebecb8bce1b6b0.htm,dbo,SXARCMAbstractEmergencyProcedure,SXARCMAbstractEmergencyProcedure,SXARCMAb
dbo.SXARCMAbstractEncoder,Tbl_9b2cc9136c1e4cd7b027268533f72710.htm,dbo,SXARCMAbstractEncoder,SXARCMAbstractEncoder,SXARCMAb
dbo.SXARCMAbstractEncoderCustomFieldMapping,Tbl_715378baded945f88be0a6f0857e2b6f.htm,dbo,SXARCMAbstractEncoderCustomFieldMapping,SXARCMAbstractEncoderCustomFieldMapping,SXARCMAb
dbo.SXARCMAbstractEncoderDictionary,Tbl_e31876ad6c9a459894356c7cd6f69ef4.htm,dbo,SXARCMAbstractEncoderDictionary,SXARCMAbstractEncoderDictionary,SXARCMAb
dbo.SXARCMAbstractEncoderDictionaryTranslation,Tbl_7448bfab3bfa463d8236e9a13da20bee.htm,dbo,SXARCMAbstractEncoderDictionaryTranslation,SXARCMAbstractEncoderDictionaryTranslation,SXARCMAb
dbo.SXARCMAbstractEncoderFacility,Tbl_aa5574b5915f4ed69cdc380c80eafd6b.htm,dbo,SXARCMAbstractEncoderFacility,SXARCMAbstractEncoderFacility,SXARCMAb
dbo.SXARCMAbstractIRFDetail,Tbl_bf3aea0b321041bfa3e8851c282e8f04.htm,dbo,SXARCMAbstractIRFDetail,SXARCMAbstractIRFDetail,SXARCMAb
dbo.SXARCMAbstractInjuryDetail,Tbl_2a5974569deb49978cfea518bd1bbbe3.htm,dbo,SXARCMAbstractInjuryDetail,SXARCMAbstractInjuryDetail,SXARCMAb
dbo.SXARCMAbstractInjuryDetailMapping,Tbl_2aa0076a11184e0691b5833e35459d20.htm,dbo,SXARCMAbstractInjuryDetailMapping,SXARCMAbstractInjuryDetailMapping,SXARCMAb
dbo.SXARCMAbstractORCPTHPCPSDetail,Tbl_cb334ac4ec064c80bbb7f5860e0740d1.htm,dbo,SXARCMAbstractORCPTHPCPSDetail,SXARCMAbstractORCPTHPCPSDetail,SXARCMAb
dbo.SXARCMAbstractORProcedureDetail,Tbl_d275ec2f07e64c2b853732664e5520ca.htm,dbo,SXARCMAbstractORProcedureDetail,SXARCMAbstractORProcedureDetail,SXARCMAb
dbo.SXARCMAbstractPLICode,Tbl_bf1a6005b36342f3a9cb517479358186.htm,dbo,SXARCMAbstractPLICode,SXARCMAbstractPLICode,SXARCMAb
dbo.SXARCMAbstractPathologyCode,Tbl_7ad120e37b1b44d1a2d99f9640225c9e.htm,dbo,SXARCMAbstractPathologyCode,SXARCMAbstractPathologyCode,SXARCMAb
dbo.SXARCMAbstractProcedureAnesthesiaDetail,Tbl_b8a8823de16c43819bbfc9c5f431897d.htm,dbo,SXARCMAbstractProcedureAnesthesiaDetail,SXARCMAbstractProcedureAnesthesiaDetail,SXARCMAb
dbo.SXARCMAbstractProcedureAnesthesiaMappingDetail,Tbl_59989848d2484541961069353aace969.htm,dbo,SXARCMAbstractProcedureAnesthesiaMappingDetail,SXARCMAbstractProcedureAnesthesiaMappingDetail,SXARCMAb
dbo.SXARCMAbstractProcedureDetail,Tbl_21d58a7e6dac42fd8b196c56737a45dd.htm,dbo,SXARCMAbstractProcedureDetail,SXARCMAbstractProcedureDetail,SXARCMAb
dbo.SXARCMAbstractProcedureDetailMapping,Tbl_c849b3e4f98d4c669b44d90e04797d7b.htm,dbo,SXARCMAbstractProcedureDetailMapping,SXARCMAbstractProcedureDetailMapping,SXARCMAb
dbo.SXARCMAbstractProcedureMappingSurgTeamDetail,Tbl_6925e8476bc44f5fa0ee40312f43c5a1.htm,dbo,SXARCMAbstractProcedureMappingSurgTeamDetail,SXARCMAbstractProcedureMappingSurgTeamDetail,SXARCMAb
dbo.SXARCMAbstractProcedureSurgicalTeamDetail,Tbl_dca1121ad175485db204b3fa480694cd.htm,dbo,SXARCMAbstractProcedureSurgicalTeamDetail,SXARCMAbstractProcedureSurgicalTeamDetail,SXARCMAb
dbo.SXARCMAbstractSNFDetail,Tbl_dea8fa783253431daa0f7b0b2c493ebf.htm,dbo,SXARCMAbstractSNFDetail,SXARCMAbstractSNFDetail,SXARCMAb
dbo.SXARCMAbstractSNFPDPMDetail,Tbl_70a65a9ea0db449897b290b6e63114a0.htm,dbo,SXARCMAbstractSNFPDPMDetail,SXARCMAbstractSNFPDPMDetail,SXARCMAb
dbo.SXARCMAbstractStateCode,Tbl_fcfb7cec2f87455b9be96294bb48e364.htm,dbo,SXARCMAbstractStateCode,SXARCMAbstractStateCode,SXARCMAb
dbo.SXARCMAbstractStatus,Tbl_e32a7508a6d740b68cd64950c7eed25e.htm,dbo,SXARCMAbstractStatus,SXARCMAbstractStatus,SXARCMAb
dbo.SXARCMAbstractSurgeonDetail,Tbl_b2b22a2946974123bf612ae38c564523.htm,dbo,SXARCMAbstractSurgeonDetail,SXARCMAbstractSurgeonDetail,SXARCMAb
dbo.SXARCMAbstractSurgicalAnesthesiaDetail,Tbl_32302bd5609840c580b5dfde5b84a613.htm,dbo,SXARCMAbstractSurgicalAnesthesiaDetail,SXARCMAbstractSurgicalAnesthesiaDetail,SXARCMAb
dbo.SXARCMAbstractSurgicalDetail,Tbl_ae0fba5a7ebf492c8901e99e4eca8cf1.htm,dbo,SXARCMAbstractSurgicalDetail,SXARCMAbstractSurgicalDetail,SXARCMAb
dbo.SXARCMAbstractSurgicalTeamDetail,Tbl_11c86cdfed91444abdc281d146bd1ed8.htm,dbo,SXARCMAbstractSurgicalTeamDetail,SXARCMAbstractSurgicalTeamDetail,SXARCMAb
dbo.SXARCMAbstractTissueRemoved,Tbl_d3d7ab6699b74d3aabf225bc32712f39.htm,dbo,SXARCMAbstractTissueRemoved,SXARCMAbstractTissueRemoved,SXARCMAb
dbo.SXARCMAbstractUDDIConfig,Tbl_df60e9e640fc45e6a0714ecc5c5ab634.htm,dbo,SXARCMAbstractUDDIConfig,SXARCMAbstractUDDIConfig,SXARCMAb
dbo.SXARCMAbstractVisitDetail,Tbl_62fac413404b4e21a75e0591751b36c1.htm,dbo,SXARCMAbstractVisitDetail,SXARCMAbstractVisitDetail,SXARCMAb
dbo.SXARCMAbstractVisitReason,Tbl_4ab83c2450a54ca0be6b434a7cb50c10.htm,dbo,SXARCMAbstractVisitReason,SXARCMAbstractVisitReason,SXARCMAb
dbo.SXARCMAbstractVisitReasonMapping,Tbl_728111905054444683aa043194a37420.htm,dbo,SXARCMAbstractVisitReasonMapping,SXARCMAbstractVisitReasonMapping,SXARCMAb
dbo.SXARCMAbstractWoundClass,Tbl_bd98dc2c8f14411b809574a35880133b.htm,dbo,SXARCMAbstractWoundClass,SXARCMAbstractWoundClass,SXARCMAb
dbo.SXARCMAccommodationCareLevel,Tbl_5d210e148e9547569c32b1673dd05666.htm,dbo,SXARCMAccommodationCareLevel,SXARCMAccommodationCareLevel,SXARCMAc
dbo.SXARCMAccountingPeriod,Tbl_102d1ead14334ed087dbd72a57259809.htm,dbo,SXARCMAccountingPeriod,SXARCMAccountingPeriod,SXARCMAc
dbo.SXARCMAccountingPeriodConfig,Tbl_8a7a8154755a46f89c1458368b4fd8d1.htm,dbo,SXARCMAccountingPeriodConfig,SXARCMAccountingPeriodConfig,SXARCMAc
dbo.SXARCMAccountingPeriodIntervalConfig,Tbl_2b92bc89e97a483ebfec13303ae78b1f.htm,dbo,SXARCMAccountingPeriodIntervalConfig,SXARCMAccountingPeriodIntervalConfig,SXARCMAc
dbo.SXARCMAccountingPeriodStatus,Tbl_5f62612064da4042b4e60f94c88fadba.htm,dbo,SXARCMAccountingPeriodStatus,SXARCMAccountingPeriodStatus,SXARCMAc
dbo.SXARCMAccountingPeriodTransactionXREF,Tbl_6cebc7fc83384c26b8ef2bce4456b82d.htm,dbo,SXARCMAccountingPeriodTransactionXREF,SXARCMAccountingPeriodTransactionXREF,SXARCMAc
dbo.SXARCMAccountingYear,Tbl_4cee719240244237a7b67428bb983df6.htm,dbo,SXARCMAccountingYear,SXARCMAccountingYear,SXARCMAc
dbo.SXARCMActivityCode,Tbl_bd12efdb2e3d443a932c0edd48ee7528.htm,dbo,SXARCMActivityCode,SXARCMActivityCode,SXARCMAc
dbo.SXARCMActivityCodeCategory,Tbl_38f83f2745534a79880b3d81c47e16d0.htm,dbo,SXARCMActivityCodeCategory,SXARCMActivityCodeCategory,SXARCMAc
dbo.SXARCMActivityCodeReceivableAssetXREF,Tbl_67d9dc4a1b0b4abcb1a8012bb988969c.htm,dbo,SXARCMActivityCodeReceivableAssetXREF,SXARCMActivityCodeReceivableAssetXREF,SXARCMAc
dbo.SXARCMActivityDelayJob,Tbl_aa20bf1de43b4eae9309369cc079b819.htm,dbo,SXARCMActivityDelayJob,SXARCMActivityDelayJob,SXARCMAc
dbo.SXARCMAdditionalClaimData,Tbl_701c956096b74cf7877707130454fbe7.htm,dbo,SXARCMAdditionalClaimData,SXARCMAdditionalClaimData,SXARCMAd
dbo.SXARCMAddress,Tbl_4575a60d0841417290c444a47813e23c.htm,dbo,SXARCMAddress,SXARCMAddress,SXARCMAd
dbo.SXARCMAgencyFacilityCode,Tbl_add3f648cdae4fe08e2385c61cb68d34.htm,dbo,SXARCMAgencyFacilityCode,SXARCMAgencyFacilityCode,SXARCMAg
dbo.SXARCMAgencySetup,Tbl_3f383d4b15ee4a69a9bed2c731d5f5af.htm,dbo,SXARCMAgencySetup,SXARCMAgencySetup,SXARCMAg
dbo.SXARCMAnesthesiaAgent,Tbl_b24a78a327464bd5828039eb58dd0ea5.htm,dbo,SXARCMAnesthesiaAgent,SXARCMAnesthesiaAgent,SXARCMAn
dbo.SXARCMAnesthesiaType,Tbl_4f202a725a5947ea98764d69581b3a3e.htm,dbo,SXARCMAnesthesiaType,SXARCMAnesthesiaType,SXARCMAn
dbo.SXARCMApplicationActivation,Tbl_d80673dc989a43eeb747c00b65a3d4de.htm,dbo,SXARCMApplicationActivation,SXARCMApplicationActivation,SXARCMAp
dbo.SXARCMApplicationActivationInformation,Tbl_228f2386031f41fd8b0ce3250357aafe.htm,dbo,SXARCMApplicationActivationInformation,SXARCMApplicationActivationInformation,SXARCMAp
dbo.SXARCMAssetLockDetail,Tbl_f91978c33b2c4123bbf25e2d7811ea37.htm,dbo,SXARCMAssetLockDetail,SXARCMAssetLockDetail,SXARCMAs
dbo.SXARCMAssetReceivableAssetOption,Tbl_642172865c164d519fd49029e758ac0e.htm,dbo,SXARCMAssetReceivableAssetOption,SXARCMAssetReceivableAssetOption,SXARCMAs
dbo.SXARCMAssetReceivableConfigExtXREF,Tbl_df4b7d57406b424d9248db640c7007af.htm,dbo,SXARCMAssetReceivableConfigExtXREF,SXARCMAssetReceivableConfigExtXREF,SXARCMAs
dbo.SXARCMAssetReceivableExtendable,Tbl_7bc84e4be3aa47b3854351ef70e3182d.htm,dbo,SXARCMAssetReceivableExtendable,SXARCMAssetReceivableExtendable,SXARCMAs
dbo.SXARCMAssetReceivableField,Tbl_cca4617d2e494f558dc457915d73111e.htm,dbo,SXARCMAssetReceivableField,SXARCMAssetReceivableField,SXARCMAs
dbo.SXARCMAssetReceivableOptionExtXREf,Tbl_22e6ce84ed9547d98c0ddbc08a7ba949.htm,dbo,SXARCMAssetReceivableOptionExtXREf,SXARCMAssetReceivableOptionExtXREf,SXARCMAs
dbo.SXARCMAssetReceivableSortOrderDetail,Tbl_131a4e2ee0e64b44bc2fcfad3e1fc138.htm,dbo,SXARCMAssetReceivableSortOrderDetail,SXARCMAssetReceivableSortOrderDetail,SXARCMAs
dbo.SXARCMAssetReceivableType,Tbl_88b35d85292b4ed286e0682104afbb66.htm,dbo,SXARCMAssetReceivableType,SXARCMAssetReceivableType,SXARCMAs
dbo.SXARCMAssetReceivableTypeFieldXREF,Tbl_422e9b8fa7b049f49274ec7a73e98b72.htm,dbo,SXARCMAssetReceivableTypeFieldXREF,SXARCMAssetReceivableTypeFieldXREF,SXARCMAs
dbo.SXARCMAssetSortValue,Tbl_9c95eec0f4e446abbc76d1fa6865fd39.htm,dbo,SXARCMAssetSortValue,SXARCMAssetSortValue,SXARCMAs
dbo.SXARCMAuditViewerConfiguration,Tbl_bc769c4028cf4f55a62e3d0a99e41c76.htm,dbo,SXARCMAuditViewerConfiguration,SXARCMAuditViewerConfiguration,SXARCMAu
dbo.SXARCMAuthorizationStatusDictionary,Tbl_32e11bfbc0394ba3a0e8d97c1ace58a1.htm,dbo,SXARCMAuthorizationStatusDictionary,SXARCMAuthorizationStatusDictionary,SXARCMAu
dbo.SXARCMAutoInterimCycleType,Tbl_e3da5a927f924ccd9e21258e2a512210.htm,dbo,SXARCMAutoInterimCycleType,SXARCMAutoInterimCycleType,SXARCMAu
dbo.SXARCMBPFrequencyProgressionAccountGroupXREF,Tbl_127660d33ad34dd19afec79d16108646.htm,dbo,SXARCMBPFrequencyProgressionAccountGroupXREF,SXARCMBPFrequencyProgressionAccountGroupXREF,SXARCMBP
dbo.SXARCMBPFrequencyProgressionFacilityXREF,Tbl_eccecb90f15f4d548189ae132bc59b6f.htm,dbo,SXARCMBPFrequencyProgressionFacilityXREF,SXARCMBPFrequencyProgressionFacilityXREF,SXARCMBP
dbo.SXARCMBPFrequencyProgressionFinancialClassXREF,Tbl_4c28825a31a6456eb2c89298d6648d49.htm,dbo,SXARCMBPFrequencyProgressionFinancialClassXREF,SXARCMBPFrequencyProgressionFinancialClassXREF,SXARCMBP
dbo.SXARCMBadDebtMoveInOutHistory,Tbl_a280b387549d47c3b77f6fb9fdab00dd.htm,dbo,SXARCMBadDebtMoveInOutHistory,SXARCMBadDebtMoveInOutHistory,SXARCMBa
dbo.SXARCMBalanceForwardType,Tbl_f33ec3c5fc2d4ef28b656f0fbd02d4ff.htm,dbo,SXARCMBalanceForwardType,SXARCMBalanceForwardType,SXARCMBa
dbo.SXARCMBatchEntity,Tbl_660d419c98824e67b6739ba09133339d.htm,dbo,SXARCMBatchEntity,SXARCMBatchEntity,SXARCMBa
dbo.SXARCMBatchSource,Tbl_2ff250f9face4fb8880c0e1bc7eb71da.htm,dbo,SXARCMBatchSource,SXARCMBatchSource,SXARCMBa
dbo.SXARCMBatchStatus,Tbl_e39ed51b5fdb466e8244c4bf586e1b07.htm,dbo,SXARCMBatchStatus,SXARCMBatchStatus,SXARCMBa
dbo.SXARCMBatchType,Tbl_bbdce1f9d007464bb4739cd84eee8981.htm,dbo,SXARCMBatchType,SXARCMBatchType,SXARCMBa
dbo.SXARCMBillingCode,Tbl_ef230f3a882049828d5a1bd86f27b9e9.htm,dbo,SXARCMBillingCode,SXARCMBillingCode,SXARCMBi
dbo.SXARCMBillingCodeConfiguration,Tbl_547bbe7b3b0b48f8ba7b3ddfbca862ff.htm,dbo,SXARCMBillingCodeConfiguration,SXARCMBillingCodeConfiguration,SXARCMBi
dbo.SXARCMBillingCodeGroup,Tbl_4138727b00704e2bb5cb5d3eef12a7d3.htm,dbo,SXARCMBillingCodeGroup,SXARCMBillingCodeGroup,SXARCMBi
dbo.SXARCMBillingCodeGroupXRef,Tbl_6dc3864a684b47e582d0203ae95893c2.htm,dbo,SXARCMBillingCodeGroupXRef,SXARCMBillingCodeGroupXRef,SXARCMBi
dbo.SXARCMBillingCodeType,Tbl_92c046dfb2444d329cde9b5e3fe3474b.htm,dbo,SXARCMBillingCodeType,SXARCMBillingCodeType,SXARCMBi
dbo.SXARCMBillingIdentifierIDTypeTranslation,Tbl_8cf02b848d75497884eaa77237c31005.htm,dbo,SXARCMBillingIdentifierIDTypeTranslation,SXARCMBillingIdentifierIDTypeTranslation,SXARCMBi
dbo.SXARCMBillingIntervalOption,Tbl_0327c1cd668e4d1196ec02af296ae486.htm,dbo,SXARCMBillingIntervalOption,SXARCMBillingIntervalOption,SXARCMBi
dbo.SXARCMBillingModifier,Tbl_ab0cbfa534f847f89220d4ed49f37656.htm,dbo,SXARCMBillingModifier,SXARCMBillingModifier,SXARCMBi
dbo.SXARCMBillingProcessOption,Tbl_89f68e6be23644418dc3c96256eb4933.htm,dbo,SXARCMBillingProcessOption,SXARCMBillingProcessOption,SXARCMBi
dbo.SXARCMBillingProviderSpecialty,Tbl_bef53e7519374d928992018934abb509.htm,dbo,SXARCMBillingProviderSpecialty,SXARCMBillingProviderSpecialty,SXARCMBi
dbo.SXARCMBillingRequestClass,Tbl_5ed6e845598144dc8fecf6dbfe59cc3f.htm,dbo,SXARCMBillingRequestClass,SXARCMBillingRequestClass,SXARCMBi
dbo.SXARCMBillingRequestGroupStatus,Tbl_740481d0171c46e88f7d29b5869b9c7a.htm,dbo,SXARCMBillingRequestGroupStatus,SXARCMBillingRequestGroupStatus,SXARCMBi
dbo.SXARCMBillingRequestPeriod,Tbl_88233c5612614a08b6bb0ad4816472ba.htm,dbo,SXARCMBillingRequestPeriod,SXARCMBillingRequestPeriod,SXARCMBi
dbo.SXARCMBillingRequestStatusType,Tbl_b97f5722a6904cbb8a9ae08077d38e59.htm,dbo,SXARCMBillingRequestStatusType,SXARCMBillingRequestStatusType,SXARCMBi
dbo.SXARCMBillingRequestType,Tbl_369355c95d8449cb88eddd659276e82e.htm,dbo,SXARCMBillingRequestType,SXARCMBillingRequestType,SXARCMBi
dbo.SXARCMBudgetPlanDictionary,Tbl_35bc274c6d474385a52d5e94a1602e78.htm,dbo,SXARCMBudgetPlanDictionary,SXARCMBudgetPlanDictionary,SXARCMBu
dbo.SXARCMBudgetPlanFrequencyProgression,Tbl_fccf61f4a20d498e9fca953618426eb3.htm,dbo,SXARCMBudgetPlanFrequencyProgression,SXARCMBudgetPlanFrequencyProgression,SXARCMBu
dbo.SXARCMBudgetPlanXREF,Tbl_d55e2cd3615349709eb27d0b33fc9c9f.htm,dbo,SXARCMBudgetPlanXREF,SXARCMBudgetPlanXREF,SXARCMBu
dbo.SXARCMBulkAction,Tbl_4c3a3ff8bcf4403080651ccfaa81a544.htm,dbo,SXARCMBulkAction,SXARCMBulkAction,SXARCMBu
dbo.SXARCMBulkActionEntityContextXref,Tbl_c46e87dad72c4525ae4f93574a5c5d50.htm,dbo,SXARCMBulkActionEntityContextXref,SXARCMBulkActionEntityContextXref,SXARCMBu
dbo.SXARCMBusinessCategory,Tbl_320ed664a6e446d2b74fe8079332a200.htm,dbo,SXARCMBusinessCategory,SXARCMBusinessCategory,SXARCMBu
dbo.SXARCMCPTHCPCSCategoryDictionary,Tbl_23bc231caa684eb4a7a3973f126b5613.htm,dbo,SXARCMCPTHCPCSCategoryDictionary,SXARCMCPTHCPCSCategoryDictionary,SXARCMCP
dbo.SXARCMCV3Location,Tbl_d09074decac742c89e4a10d240605265.htm,dbo,SXARCMCV3Location,SXARCMCV3,SXARCMCV
dbo.SXARCMCareLevel,Tbl_c7d0973126f94a57aadeb3222e8b5878.htm,dbo,SXARCMCareLevel,SXARCMCareLevel,SXARCMCa
dbo.SXARCMChangeFinClassConfig,Tbl_757b2998a2344a7fa299e76d79f04915.htm,dbo,SXARCMChangeFinClassConfig,SXARCMChangeFinClassConfig,SXARCMCh
dbo.SXARCMChangeFinClassConfigType,Tbl_59e1695cdc0f459380a93f8c1ead9ae4.htm,dbo,SXARCMChangeFinClassConfigType,SXARCMChangeFinClassConfigType,SXARCMCh
dbo.SXARCMChangeReason,Tbl_524fcb7b29b04b7b8f45eb5b07d508c3.htm,dbo,SXARCMChangeReason,SXARCMChangeReason,SXARCMCh
dbo.SXARCMChangeReasonType,Tbl_b0f3268713e44eedb2bb96ccb6d2b99a.htm,dbo,SXARCMChangeReasonType,SXARCMChangeReasonType,SXARCMCh
dbo.SXARCMChargeAmbSupplementalInfo,Tbl_a0c885df078249519de69d908eeeec99.htm,dbo,SXARCMChargeAmbSupplementalInfo,SXARCMChargeAmbSupplementalInfo,SXARCMCh
dbo.SXARCMChargeAnesthesia,Tbl_7515fa63ed0d4ca3bfc7501e57c5ec6a.htm,dbo,SXARCMChargeAnesthesia,SXARCMChargeAnesthesia,SXARCMCh
dbo.SXARCMChargeDental,Tbl_4c125f63a19f4be6896dd21e27f1ae36.htm,dbo,SXARCMChargeDental,SXARCMChargeDental,SXARCMCh
dbo.SXARCMChargeDentalToothSurfaceXREF,Tbl_632ecea3c9db465081ffef57996e1f0b.htm,dbo,SXARCMChargeDentalToothSurfaceXREF,SXARCMChargeDentalToothSurfaceXREF,SXARCMCh
dbo.SXARCMChargeDrugInfo,Tbl_34ad28f089484f85a820908f45f9cf22.htm,dbo,SXARCMChargeDrugInfo,SXARCMChargeDrugInfo,SXARCMCh
dbo.SXARCMChargeEventCondition,Tbl_61f46acd469b4458bf377e7efc926135.htm,dbo,SXARCMChargeEventCondition,SXARCMChargeEventCondition,SXARCMCh
dbo.SXARCMChargeIntervalDictionary,Tbl_aae03887f4df4313b35eb1dcc4907940.htm,dbo,SXARCMChargeIntervalDictionary,SXARCMChargeIntervalDictionary,SXARCMCh
dbo.SXARCMChargeSummOverrideRevCodeSrvUnitsToOne,Tbl_1b995a6b591149edbeda0cdeab2b37a1.htm,dbo,SXARCMChargeSummOverrideRevCodeSrvUnitsToOne,SXARCMChargeSummOverrideRevCodeSrvUnitsToOne,SXARCMCh
dbo.SXARCMChargeSummarizationRevenueCodeConfiguration,Tbl_2add29baafb0456ba5e93800337e6e61.htm,dbo,SXARCMChargeSummarizationRevenueCodeConfiguration,SXARCMChargeSummarizationRevenueCodeConfiguration,SXARCMCh
dbo.SXARCMChargeSummaryAIRConfig,Tbl_093f0142e74345ff9ba9df7b4dad4c3f.htm,dbo,SXARCMChargeSummaryAIRConfig,SXARCMChargeSummaryAIRConfig,SXARCMCh
dbo.SXARCMChargeSummaryConfig,Tbl_a8912c7c4ae441d781c1106c1622f29a.htm,dbo,SXARCMChargeSummaryConfig,SXARCMChargeSummaryConfig,SXARCMCh
dbo.SXARCMChargeSummaryExceptionConfig,Tbl_057f8b02dffd449f97511b49a97f198c.htm,dbo,SXARCMChargeSummaryExceptionConfig,SXARCMChargeSummaryExceptionConfig,SXARCMCh
dbo.SXARCMChargeSummaryRHCModifier,Tbl_e0cd4da38a1640d79b9dcb3c608c6f3c.htm,dbo,SXARCMChargeSummaryRHCModifier,SXARCMChargeSummaryRHCModifier,SXARCMCh
dbo.SXARCMChargeTransaction,Tbl_cec872841042473b84f171fedca6d2d9.htm,dbo,SXARCMChargeTransaction,SXARCMChargeTransaction,SXARCMCh
dbo.SXARCMChargeTransactionOverrideAddlInfo,Tbl_0174df3ddf934434af8697129a9ce039.htm,dbo,SXARCMChargeTransactionOverrideAddlInfo,SXARCMChargeTransactionOverrideAddlInfo,SXARCMCh
dbo.SXARCMChargeTransactionOverrideProvider,Tbl_2f4c18c9de3e4f81b28bee8ce5730af4.htm,dbo,SXARCMChargeTransactionOverrideProvider,SXARCMChargeTransactionOverrideProvider,SXARCMCh
dbo.SXARCMChargeType,Tbl_4b38264c0a284fd4b28150814801b03a.htm,dbo,SXARCMChargeType,SXARCMChargeType,SXARCMCh
dbo.SXARCMClaim,Tbl_812a7827bd1e494c810817779967ccb1.htm,dbo,SXARCMClaim,SXARCMClaim,SXARCMCl
dbo.SXARCMClaimAdditionalInformation,Tbl_37fbe8de3cfe4599a81e65dbf3228d69.htm,dbo,SXARCMClaimAdditionalInformation,SXARCMClaimAdditionalInformation,SXARCMCl
dbo.SXARCMClaimAdjustField,Tbl_c71bc244cd4a404ba0983668d91c5080.htm,dbo,SXARCMClaimAdjustField,SXARCMClaimAdjustField,SXARCMCl
dbo.SXARCMClaimAdjustPaperOnlyField,Tbl_9250403677ff43bc9114b33c5a907392.htm,dbo,SXARCMClaimAdjustPaperOnlyField,SXARCMClaimAdjustPaperOnlyField,SXARCMCl
